x,observed_y,trend,hidden_structure,noise,split
0.0,1.534747459112921,1.25,0.28,0.004747459112921132,test
0.015018773466833541,1.6065734377638687,1.2597622027534419,0.2999533287543497,0.046857906256077136,train
0.030037546933667083,1.5175632791329288,1.2695244055068835,0.31916507109924797,-0.07112619747320274,train
0.04505632040050062,1.5801379400613056,1.2792866082603254,0.3376254947078673,-0.03677416290688713,train
0.060075093867334166,1.4154817097194494,1.2890488110137672,0.3553267765551746,-0.22889387784949244,test
0.0750938673341677,1.2036358589993146,1.298811013767209,0.37226299867836804,-0.4674381534462625,train
0.09011264080100125,1.7491459196724215,1.3085732165206507,0.38843013901867235,0.05214256413309836,train
0.10513141426783479,1.5649666407721272,1.3183354192740926,0.4038260573842357,-0.1571948358862009,train
0.12015018773466833,1.8174811767951184,1.3280976220275345,0.41845047658655316,0.07093307818103088,test
0.13516896120150187,1.9384837814956282,1.3378598247809763,0.43230495881536807,0.16831899789928378,train
0.1501877346683354,1.790191657503698,1.347622027534418,0.4453928773293578,-0.002823247360077695,train
0.16520650813516896,1.8618308877655065,1.3573842302878598,0.45771938355204717,0.04672727392559956,train
0.1802252816020025,1.5712412393193462,1.3671464330413017,0.46929136967428786,-0.26519656339624353,test
0.19524405506883605,2.0013728499647367,1.3769086357947433,0.48011742687626763,0.14434678729372566,train
0.21026282853566958,1.5617432082406382,1.3866708385481852,0.49020779929332636,-0.3151354296008735,train
0.22528160200250313,1.8068980275060778,1.396433041301627,0.4995743338608402,-0.08910934765638957,train
0.24030037546933666,1.7328775245609653,1.406195244055069,0.5082304261840571,-0.1815481456781606,test
0.2553191489361702,1.9366923628548987,1.4159574468085105,0.5161909625889957,0.0045439534573923765,train
0.27033792240300375,1.9273206742396483,1.4257196495619524,0.5234722585203322,-0.021871233842636416,train
0.2853566958698373,1.687136673031368,1.4354818523153943,0.5300919934615762,-0.27843717274560253,train
0.3003754693366708,1.8720632823934333,1.445244055068836,0.5360691425617334,-0.109249915237136,test
0.31539424280350437,1.7455438819592832,1.4550062578222778,0.5414239051610767,-0.25088628102407134,train
0.3304130162703379,1.897960901971203,1.4647684605757196,0.5461776304165449,-0.1129851890210615,train
0.3454317897371715,2.084757191347899,1.4745306633291615,0.5503527402346606,0.05987378778407677,train
0.360450563204005,1.7608194842769045,1.4842928660826034,0.5539726497266854,-0.2774460315323842,test
0.37546933667083854,2.351770721909905,1.494055068836045,0.5570616854069723,0.30065396766688746,train
0.3904881101376721,1.9735440171946008,1.5038172715894869,0.5596450013611513,-0.0899182557560371,train
0.4055068836045056,2.196491181580666,1.5135794743429287,0.5617484936158462,0.12116321362189095,train
0.42052565707133915,2.491396513215188,1.5233416770963704,0.5633987129460802,0.4046561231727375,test
0.4355444305381727,1.7999593610212992,1.5331038798498122,0.5646227763603505,-0.29776729518886363,train
0.45056320400500627,2.0229228971986255,1.542866082603254,0.565448277506561,-0.08539146291118938,train
0.46558197747183977,2.0641867382391226,1.552628285356696,0.5659031962445451,-0.05434474336211832,train
0.4806007509386733,1.9608215478672115,1.5623904881101378,0.5660158076328248,-0.16758474787575103,test
0.4956195244055069,2.33794477218689,1.5721526908635794,0.5658145905785035,0.19997749074480725,train
0.5106382978723404,2.1131000974965,1.5819148936170213,0.5653281363997831,-0.03414293252030479,train
0.5256570713391739,2.386375880299821,1.591677096370463,0.5645850575505416,0.2301137263788164,train
0.5406758448060075,2.0653193144674327,1.6014392991239048,0.5636138967556801,-0.09973388141215243,test
0.5556946182728411,2.2374190318806026,1.6112015018773467,0.5624430368045816,0.06377449319867451,train
0.5707133917396746,2.1028146048586724,1.6209637046307885,0.561100611247996,-0.07924971102011204,train
0.5857321652065082,2.1139395347133703,1.6307259073842304,0.5596144162409892,-0.07640078891184916,train
0.6007509386733416,2.2395546263822252,1.640488110137672,0.5580118237712921,0.0410546924732607,test
0.6157697121401752,2.3107979594518753,1.650250312891114,0.5563196965084382,0.10422795005232334,train
0.6307884856070087,2.0608229165729566,1.6600125156445558,0.5545643045045178,-0.1537539035761171,train
0.6458072590738423,2.071104702330766,1.6697747183979974,0.5527712439722136,-0.1514412600394446,train
0.6608260325406758,2.1124755393159433,1.6795369211514393,0.5509653583600174,-0.11802674019551329,test
0.6758448060075094,2.2120308995640805,1.6892991239048811,0.5491706619381852,-0.02643888627898576,train
0.690863579474343,1.9923160025892621,1.699061326658323,0.5474102661020919,-0.2541555901711525,train
0.7058823529411764,2.2058296095840224,1.7088235294117646,0.5457063085921938,-0.048700228419936036,train
0.72090112640801,2.4659402127964665,1.7185857321652065,0.5440798858218455,0.2032745948094145,test
0.7359198998748435,2.029652470530671,1.7283479349186484,0.5425509884957355,-0.24124645288371308,train
0.7509386733416771,2.23437529327836,1.73811013767209,0.5411384406927603,-0.044873285086490196,train
0.7659574468085106,2.6051607812614566,1.7478723404255319,0.5398598425777423,0.3174285982581825,train
0.7809762202753442,2.1898133632444767,1.7576345431789737,0.5387315168965553,-0.10655269683105217,test
0.7959949937421777,2.141759102712258,1.7673967459324156,0.5377684593989687,-0.16340610261912664,train
0.8110137672090112,2.3630671731384045,1.7771589486858574,0.5369842933229045,0.04892393112964266,train
0.8260325406758448,2.3224912787994056,1.786921151439299,0.5363912280628061,-0.0008211007026995451,train
0.8410513141426783,2.4864226248564485,1.796683354192741,0.5360000221335282,0.15373924853017945,test
0.8560700876095119,2.0560646283688384,1.8064455569461826,0.535819950529557,-0.286200879106901,train
0.8710888610763454,2.362155353911132,1.8162077596996244,0.535858776567514,0.010088817643993655,train
0.886107634543179,2.3811479527137536,1.8259699624530663,0.5361227282878057,0.01905526197288144,train
0.9011264080100125,2.3559978807091526,1.8357321652065082,0.5366164794789992,-0.016350763976354567,test
0.916145181476846,2.254339813251266,1.84549436795995,0.5373431353760431,-0.12849769008472678,train
0.9311639549436795,2.430229564686591,1.8552565707133917,0.5383042230708683,0.03666877090233102,train
0.9461827284105131,2.6210641908640095,1.8650187734668335,0.5394996866612107,0.21654573073596517,train
0.9612015018773467,2.4308852157052256,1.8747809762202754,0.5409278871507393,0.015176352334210786,test
0.9762202753441802,2.456636892276077,1.884543178973717,0.5425856071007832,0.029508106201576838,train
0.9912390488110138,2.5060487207434883,1.894305381727159,0.5444680600211549,0.06727527899517446,train
1.0062578222778473,2.409793255904971,1.9040675844806008,0.5465689044748067,-0.04084323305043647,train
1.0212765957446808,2.3418806572666497,1.9138297872340426,0.5488802628583646,-0.12082939282575712,test
1.0362953692115144,2.5315245130919775,1.9235919899874845,0.5513927448079897,0.05653977829650301,train
1.0513141426783479,2.754644928265461,1.9333541927409261,0.5540954751675529,0.2671952603569817,train
1.0663329161451816,2.617482070377071,1.943116395494368,0.5569761264438146,0.11738954843888873,train
1.081351689612015,2.47103634774406,1.9528785982478096,0.5600209556612032,-0.0418632061649529,test
1.0963704630788484,2.739109960098916,1.9626408010012515,0.5632148455169192,0.21325431358074526,train
1.1113892365456821,2.7047148696436327,1.9724030037546934,0.5665413497254759,0.16577051616346314,train
1.1264080100125156,2.771118090900404,1.9821652065081352,0.569982742430486,0.218970141961783,train
1.1414267834793492,2.2264601758747795,1.991927409261577,0.573520071550495,-0.3389873049372926,test
1.1564455569461827,2.6186553838506206,2.001689612015019,0.5771332159150239,0.03983255592057762,train
1.1714643304130163,2.919239906632279,2.011451814768461,0.5808009460367162,0.32698714582710225,train
1.1864831038798498,2.919434121391321,2.0212140175219027,0.5845009883556237,0.31371911551379456,train
1.2015018773466832,2.608300311320344,2.030976220275344,0.5882100927822309,-0.010886001737231038,test
1.216520650813517,2.526523913725922,2.040738423028786,0.5919041033568466,-0.1061186126597104,train
1.2315394242803503,2.4980933309391484,2.050500625782228,0.5955580318344972,-0.14796532667757664,train
1.246558197747184,2.650009694253854,2.0602628285356697,0.5991461339964594,-0.009399268278275119,train
1.2615769712140175,2.6573242754247204,2.0700250312891115,0.6026419884821024,-0.015342744346493256,test
1.2765957446808511,2.7633953210791926,2.0797872340425534,0.6060185779277808,0.07758950910885838,train
1.2916145181476846,2.663395488283979,2.089549436795995,0.6092483721931552,-0.035402320705171096,train
1.306633291614518,2.59270859877843,2.0993116395494367,0.612303413449526,-0.11890645422053264,train
1.3216520650813517,2.679859849189382,2.1090738423028785,0.6151554028995738,-0.044369396013070335,test
1.3366708385481851,2.698894129273112,2.1188360450563204,0.6177757888933053,-0.0377177046765138,train
1.3516896120150188,2.657616122276954,2.1285982478097623,0.6201358562010447,-0.09111798173385277,train
1.3667083854818523,2.501615451529989,2.138360450563204,0.6222068162009589,-0.2589518152341737,train
1.381727158948686,2.735360571787563,2.148122653316646,0.623959897735911,-0.03672197926499421,test
1.3967459324155194,2.6811131047634813,2.157884856070088,0.6253664383923814,-0.10213818969898819,train
1.4117647058823528,2.731264826301809,2.1676470588235293,0.6263979759527869,-0.06278020847450723,train
1.4267834793491865,2.6190017194388306,2.177409261576971,0.6270263397717849,-0.18543388190992507,train
1.44180225281602,2.9198475323861772,2.187171464330413,0.6272237418270545,0.10545232622870973,test
1.4568210262828536,2.890825887577914,2.196933667083855,0.6269628671956169,0.06692935329844224,train
1.471839799749687,2.3996266493555307,2.2066958698372967,0.6262169637079749,-0.4332861841897407,train
1.4868585732165207,3.014934970438728,2.2164580725907386,0.6249599305342343,0.17351696731375513,train
1.5018773466833542,2.866757417747853,2.22622027534418,0.6231664054588906,0.017370736944782132,test
1.5168961201501876,2.933972213536173,2.235982478097622,0.6208118506041344,0.07717788483441651,train
1.5319148936170213,2.971137373943627,2.2457446808510637,0.6178726363653289,0.1075200567272344,train
1.5469336670838547,3.001248553835619,2.2555068836045056,0.6143261233267444,0.13141554690436888,train
1.5619524405506884,2.660956881381595,2.2652690863579474,0.6101507419306674,-0.21446294690702025,test
1.5769712140175218,3.152981310828012,2.2750312891113893,0.6053260696786474,0.272623952037975,train
1.5919899874843555,2.7590504169371806,2.284793491864831,0.5998329056498671,-0.12557598057751773,train
1.607008760951189,2.8294859501865943,2.294555694618273,0.593653342128419,-0.058723086560097684,train
1.6220275344180224,3.0320584010123226,2.304317897371715,0.5867708331386148,0.14096967050199313,test
1.637046307884856,2.5895679073977416,2.3140801001251567,0.5791702596953381,-0.30368245242275305,train
1.6520650813516895,3.149634240351924,2.323842302878598,0.5708379915848396,0.25495394588848597,train
1.6670838548185232,2.7821186030602525,2.33360450563204,0.5617619455002588,-0.1132478480720461,train
1.6821026282853566,2.8023830014203552,2.343366708385482,0.5519316393655066,-0.09291534633063292,test
1.6971214017521903,3.3348539421278223,2.3531289111389238,0.5413382426909357,0.4403867882979628,train
1.7121401752190237,2.6080696202073144,2.362891113892365,0.5299746228144419,-0.284796116499493,train
1.7271589486858572,2.565474244259168,2.372653316645807,0.5178353868922358,-0.3250144592788748,train
1.7421777221526908,2.955372312942293,2.382415519399249,0.5049169195144976,0.06803987402854665,test
1.7571964956195243,2.6991496255278737,2.3921777221526908,0.49121741583242895,-0.18424551245724555,train
1.772215269086358,2.7062410687228313,2.4019399249061326,0.47673691009481894,-0.17243576627812038,train
1.7872340425531914,2.836986710046188,2.4117021276595745,0.46147729950413613,-0.03619271711752264,train
1.802252816020025,2.921612842274234,2.4214643304130163,0.445442363314273,0.05470614854694473,test
1.8172715894868585,2.816922214184113,2.431226533166458,0.4286377771044275,-0.042942096086772755,train
1.832290362953692,2.952802010593222,2.4409887359199,0.4110711221761131,0.10074215249720916,train
1.8473091364205256,2.595305312403048,2.450750938673342,0.392751890032974,-0.2481975163032678,train
1.862327909887359,3.080770635802423,2.4605131414267833,0.37369148191586365,0.246566012459776,test
1.8773466833541927,2.497938987365298,2.4702753441802257,0.3539032033785079,-0.3262395601934354,train
1.8923654568210262,2.8371416972980494,2.480037546933667,0.3334022539020073,0.02370189646237514,train
1.9073842302878599,3.1188423152608666,2.489799749687109,0.31220571155934695,0.3168368540144108,train
1.9224030037546933,2.694658954088352,2.499561952440551,0.2903325127540158,-0.09523551110621509,test
1.9374217772215268,2.953190830023817,2.509324155193992,0.26780342706967797,0.1760632477601468,train
1.9524405506883604,2.572743312079336,2.519086357947434,0.24464102728063652,-0.1909840731487346,train
1.9674593241551939,2.503533291272002,2.528848560700876,0.22086965458546776,-0.24618492401434128,train
1.9824780976220275,2.4034556923558967,2.538610763454318,0.19651537913871536,-0.33167045023713654,test
1.997496871088861,2.6267455915661917,2.5483729662077597,0.1716059559678594,-0.09323333060942762,train
2.0125156445556946,2.99724007295474,2.5581351689612015,0.1461707763748603,0.29293412761867843,train
2.0275344180225283,2.746189702515379,2.5678973717146434,0.1202408149334527,0.05805151586728298,train
2.0425531914893615,2.7972445743013155,2.5776595744680852,0.09384857220491558,0.12573642762831483,test
2.057571964956195,3.19330390617708,2.587421777221527,0.06702801330632162,0.5388541156492312,train
2.072590738423029,2.6781168414175114,2.597183979974969,0.0398145024762003,0.04111835896634177,train
2.087609511889862,2.5689446159568345,2.6069461827284104,0.01224473379307954,-0.050246300564655545,train
2.1026282853566958,2.6428597416100414,2.6167083854818523,-0.015643341787445003,0.04179469791563404,test
